ORIGSA1_2021,DESTSA1_2021,Distance,index_x,dist_to_SA1_x,Origin_Node,dist_to_node_x,index_y,dist_to_SA1_y,Destination_Node,dist_to_node_y,shortest_path_m
11703133345,11703133303,0,176,0.0,5146.0,0.0,135,0.0,5232.0,0.0,1121.7849594949566
11703133345,11703133349,0,176,0.0,5146.0,0.0,179,0.0,5623.0,0.0,802.9683839319925
11703133346,11703132927,0,177,0.0,7445.0,0.0,40,0.0,7458.0,0.0,740.152508014558
11703133346,11703133348,0,177,0.0,7445.0,0.0,178,0.0,9700.0,0.0,148.46240264501336
11703133348,11703133311,0,178,0.0,9700.0,0.0,142,0.0,6858.0,2.444721758365631e-09,663.7110565146745
11703133350,11703133349,0,180,0.0,6395.0,0.0,179,0.0,5623.0,0.0,878.5685603076895
11703133351,11703132927,0,181,0.0,9459.0,0.0,40,0.0,7458.0,0.0,86.41359258278133
11703133351,11703133334,0,181,0.0,9459.0,0.0,165,0.0,7463.0,0.0,364.52879266802785
11703133352,11703132923,0,182,0.0,4385.0,0.0,36,0.0,3547.0,9.331397911231848e-10,372.94843041082754
11703133353,11703133348,0,183,0.0,6627.0,9.331397911231848e-10,178,0.0,9700.0,0.0,753.2717651278682
11703133601,11703133610,0,184,0.0,331.0,9.313225746154783e-10,192,0.0,7354.0,0.0,1100.441263304704
11703133601,11703163901,0,184,0.0,331.0,9.313225746154783e-10,242,0.0,2207.0,0.0,1152.059642898745
11703133602,11703133609,0,185,0.0,796.0,0.0,191,0.0,669.0,0.0,671.7811684061137
11703133602,11703133626,0,185,0.0,796.0,0.0,207,0.0,717.0,0.0,774.076160746351
11703133602,11703133631,0,185,0.0,796.0,0.0,211,0.0,272.0,0.0,314.339844063152
11703133602,11703133636,0,185,0.0,796.0,0.0,216,0.0,8773.0,2.3283064365386963e-09,444.4066123076695
11703133602,11703164229,0,185,0.0,796.0,0.0,340,0.0,4643.0,0.0,1008.2929301505468
11703133605,11703133610,0,187,0.0,918.0,0.0,192,0.0,7354.0,0.0,962.5561857098884
11703133607,11703133609,0,189,0.0,435.0,0.0,191,0.0,669.0,0.0,205.1308161748184
11703133607,11703133633,0,189,0.0,435.0,0.0,213,0.0,737.0,0.0,547.5907257209237
11703133607,11703133638,0,189,0.0,435.0,0.0,218,0.0,507.0,9.331397911231848e-10,1090.5964319319614
11703133609,11703133623,0,191,0.0,669.0,0.0,204,0.0,114.0,0.0,624.413838927343
11703133610,11703133633,0,192,0.0,7354.0,0.0,213,0.0,737.0,0.0,1102.4686752804564
11703133611,11703133614,0,193,0.0,8734.0,0.0,196,0.0,840.0,2.3865140974521633e-09,628.8049968760652
11703133611,11703133624,0,193,0.0,8734.0,0.0,205,0.0,8674.0,9.331397911231848e-10,578.8358420864586
11703133611,11703133634,0,193,0.0,8734.0,0.0,214,0.0,241.0,0.0,699.84716839598
11703133611,11801134514,0,193,0.0,8734.0,0.0,519,0.0,4856.0,9.313225746154783e-10,2033.1887796004496
11703133612,11703132909,0,194,0.0,852.0,0.0,22,0.0,7489.0,0.0,643.9667033676968
11703133612,11703133603,0,194,0.0,852.0,0.0,186,0.0,199.0,0.0,738.1857605378518
11703133612,11703133618,0,194,0.0,852.0,0.0,200,0.0,7610.0,0.0,572.0153443684302
11703133613,11703133618,0,195,0.0,298.0,0.0,200,0.0,7610.0,0.0,852.4832117534515
11703133614,11703133640,0,196,0.0,840.0,2.3865140974521633e-09,220,0.0,7521.0,0.0,419.89296425498617
11703133615,11703164521,0,197,0.0,7237.0,0.0,413,0.0,7679.0,0.0,1088.0262450214432
11703133616,11703133601,0,198,0.0,10047.0,0.0,184,0.0,331.0,9.313225746154783e-10,1209.9318009010717
11703133616,11703133603,0,198,0.0,10047.0,0.0,186,0.0,199.0,0.0,606.0000789330641
11703133616,11703164536,0,198,0.0,10047.0,0.0,428,0.0,5683.0,0.0,717.0553009371645
11703133617,11703133618,0,199,0.0,7612.0,0.0,200,0.0,7610.0,0.0,415.64071315007743
11703133618,11703133624,0,200,0.0,7610.0,0.0,205,0.0,8674.0,9.331397911231848e-10,711.8959570503453
11703133619,11703133614,0,201,0.0,7499.0,0.0,196,0.0,840.0,2.3865140974521633e-09,631.1263848424069
11703133619,11703133618,0,201,0.0,7499.0,0.0,200,0.0,7610.0,0.0,707.8681999980371
11703133619,11703164521,0,201,0.0,7499.0,0.0,413,0.0,7679.0,0.0,1178.568845718642
11703133620,11703132909,0,202,0.0,7225.0,0.0,22,0.0,7489.0,0.0,272.38141723606105
11703133620,11703164521,0,202,0.0,7225.0,0.0,413,0.0,7679.0,0.0,1125.017048087546
11703133622,11703133640,0,203,0.0,7536.0,0.0,220,0.0,7521.0,0.0,521.7921201565301
11703133624,11703133618,0,205,0.0,8674.0,9.331397911231848e-10,200,0.0,7610.0,0.0,711.8959570503454
11703133624,11703133631,0,205,0.0,8674.0,9.331397911231848e-10,211,0.0,272.0,0.0,690.8626903426373
11703133624,11801134535,0,205,0.0,8674.0,9.331397911231848e-10,532,0.0,2576.0,2.507662776454586e-09,816.4329814935074
11703133625,11801134522,0,206,0.0,2259.0,0.0,522,0.0,8049.0,0.0,1255.1503358059815
11703133626,11703133602,0,207,0.0,717.0,0.0,185,0.0,796.0,0.0,774.0761607463508
11703133629,11703133634,0,209,0.0,774.0,5.820766091346741e-11,214,0.0,241.0,0.0,591.5390039261625
11703133630,11703133629,0,210,0.0,772.0,1.1641532182693479e-10,209,0.0,774.0,5.820766091346741e-11,216.26453444221823
11703133632,11801134515,0,212,0.0,935.0,0.0,520,0.0,989.0,0.0,2086.9409064918423
11703133632,11802156412,0,212,0.0,935.0,0.0,541,0.0,4827.0,0.0,2204.133314272998
11703133636,11703164232,0,216,0.0,8773.0,2.3283064365386963e-09,343,0.0,4796.0,0.0,1064.7126371824231
11703133639,11703133636,0,219,0.0,810.0,0.0,216,0.0,8773.0,2.3283064365386963e-09,800.2600092517332
11703133639,11703133637,0,219,0.0,810.0,0.0,217,0.0,406.0,0.0,494.4763474478053
11703133641,11703133641,0,221,0.0,8727.0,0.0,221,0.0,274.0,0.0,5.948850757220543
11703133642,11703132919,0,222,0.0,7495.0,0.0,32,0.0,6354.0,0.0,525.265731726588
11703163801,11703163803,0,223,0.0,3958.0,9.331397911231848e-10,225,0.0,2764.0,0.0,1440.1935663669117
11703163801,11703163805,0,223,0.0,3958.0,9.331397911231848e-10,227,0.0,10298.0,0.0,
11703163802,11703163806,0,224,0.0,2468.0,0.0,228,0.0,3804.0,0.0,565.1779934677328
11703163803,11703163819,0,225,0.0,2764.0,0.0,239,0.0,8571.0,0.0,
11703163805,11703163807,0,227,0.0,10298.0,0.0,229,0.0,9181.0,0.0,
11703163805,11703163815,0,227,0.0,10298.0,0.0,236,0.0,8617.0,0.0,
11703163805,11703164017,0,227,0.0,10298.0,0.0,273,0.0,3951.0,0.0,
