ORIGSA1_2021,DESTSA1_2021,Predicted_Prob,Predicted_Flow
11703132907,11703132920,0.0,0.0
11703132907,11703132921,0.0,0.0
11703132907,11703132922,0.16236478,60.64416
11703132907,11703132923,0.0,0.0
11703132907,11703132924,0.0,0.0
11703132907,11703132925,0.015524745,5.7985797
11703132907,11703132926,0.0,0.0
11703132907,11703132928,0.0,0.0
11703132907,11703133321,0.0,0.0
11703132908,11703132902,0.23815808,102.660805
11703132908,11703132903,0.09360382,40.349014
11703132908,11703132904,0.074385345,32.064667
11703132908,11703132905,0.0006854236,0.2954598
11703132908,11703132906,0.0,0.0
11703132908,11703132907,0.0,0.0
11703132908,11703132908,0.0,0.0
11703132908,11703132909,0.054740936,23.596716
11703132908,11703132910,0.016889334,7.2803435
11703132908,11703132911,0.0,0.0
11703132908,11703132915,0.0,0.0
11703132908,11703132917,0.0,0.0
11703132908,11703132919,0.0,0.0
11703132908,11703132922,0.0,0.0
11703132908,11703132925,0.0,0.0
11703132908,11703133611,0.0,0.0
11703132908,11703133612,0.026725024,11.520132
11703132908,11703133614,0.0,0.0
11703132908,11703133619,0.1831074,78.93057
11703132908,11703133622,0.0,0.0
11703132908,11703133625,0.039657578,17.09486
11703132908,11703133640,0.0,0.0
11703132908,11703133642,0.1614407,69.59089
11703132908,11801134501,0.11060645,47.678192
11703132908,11801134535,0.0,0.0
11703132908,11801134536,0.0,0.0
11703132909,11703132902,0.0,0.0
11703132909,11703132903,0.0,0.0
11703132909,11703132904,0.0,0.0
11703132909,11703132905,0.0,0.0
11703132909,11703132907,0.0,0.0
11703132909,11703132908,0.008800685,3.3759227
11703132909,11703132909,0.0,0.0
11703132909,11703132910,0.0,0.0
11703132909,11703132915,0.0,0.0
11703132909,11703132916,0.0,0.0
11703132909,11703132917,0.28958976,111.08596
11703132909,11703132918,0.0,0.0
11703132909,11703132919,0.11709654,44.917965
11703132909,11703132920,0.0,0.0
11703132909,11703132922,0.046870023,17.979233
11703132909,11703132925,0.0,0.0
11703132909,11703133611,0.13361692,51.255142
11703132909,11703133612,0.0,0.0
11703132909,11703133614,0.0,0.0
11703132909,11703133617,0.0,0.0
11703132909,11703133618,0.0,0.0
11703132909,11703133619,0.31501675,120.8397
11703132909,11703133620,0.0,0.0
11703132909,11703133622,0.0,0.0
11703132909,11703133640,0.0,0.0
11703132909,11703133642,0.089009225,34.143734
11703132909,11703164402,0.0,0.0
11703132909,11703164521,0.0,0.0
11703132909,11703164528,0.0,0.0
11703132909,11703164534,0.0,0.0
11703132910,11703132902,0.0,0.0
11703132910,11703132903,0.0,0.0
11703132910,11703132904,0.0,0.0
11703132910,11703132905,0.0,0.0
11703132910,11703132906,0.13940579,53.41586
11703132910,11703132907,0.121980995,46.73923
11703132910,11703132908,0.13463077,51.586224
11703132910,11703132909,0.0,0.0
