SA1_CODE_2021,Predicted_Weighted_Trips
10202104448,549.7680323480163
10202104449,523.6832604728507
10202104450,539.4860289207011
10202104451,523.9968502390528
10202104452,461.5633689297684
10202104453,557.1439276988025
10202104454,461.5633689297684
10202104455,659.7124778866913
10202104456,556.6688522869
10202104457,555.9070835094635
10202104458,492.2321570158707
10202104459,533.7559352571297
10202104501,565.7776258514211
10202104502,487.50348187536326
10202104503,455.3369778774734
10202104504,718.180463439655
10202104505,646.546399733767
10202104506,1332.1957215744535
10202104507,661.066496805121
10202104508,528.85388234477
10202104509,539.8090816329947
10202104510,667.7084878506449
10202104511,678.1113526919098
10202104512,548.0798171334039
10202104513,788.0681502926763
10202104514,587.65045290337
10202104515,509.38673418890943
10202104516,646.1594692889769
10202104517,482.94309040606095
10202104518,1026.2341329554586
10202104519,521.0487043193045
10202104520,350.95052731164276
10202104521,545.698068032096
10202104522,533.4365050947727
10202104523,465.7231858190822
10202104524,702.8264895136508
10202104601,530.482877141825
10202104602,517.4119959241915
10202104603,675.5081803596564
10202104604,558.287431033481
10202104605,458.1463888026101
10202104606,597.0114803714101
10202104607,610.2638392625377
10202104608,673.9530891122471
10202104609,544.8126804890813
10202104610,453.2802355034813
10202104611,458.1463888026101
10202104612,483.934301127176
10202104613,362.59210074449254
10202104614,467.43746455457136
10202104615,506.69516892607913
10202104616,621.0995260956305
10202104617,831.6640990584239
10202104618,639.2963549873207
10202104619,657.8540010239968
10202104620,571.7530753463777
10202104621,507.5186108295791
10202104622,515.3832976275436
10202104623,371.3070937829343
10202104624,684.1613664002385
10202104625,741.3098920077673
10202104701,637.1663275763254
10202104702,470.722919404723
10202104703,439.7393073089341
10202104704,654.324078943214
10202104705,639.1863379014758
10202104706,513.6699631309401
10202104707,666.1115419140185
10202104708,679.0405800240102
10202104709,643.01941518087
10202104710,462.11631723510993
10202104711,590.9223790654542
10202104712,642.6345954859088
10202104713,815.8135480379248
10202104714,425.80238402721545
10202104715,570.7784258638899
10202104716,557.5234473256642
10202104717,600.128920172764
10202104718,570.3386723301895
10202104719,744.5454067960959
10202104720,486.8363618634242
